text,labels
"Well about two or three years ago, i had to write a review for this film and obviously had to analyze the film. I enjoyed it quite alot and have watched it again for pure entertainment. A good film overall.",0
        Never ceases to amaze me at the audacity of people to remake classics. For tv no less!! Id just love to be in a boardroom meeting when some dumbass comes up with an idea to redo a great film of the past.,0
"It's a classic, and also classic jack. BTW Shelly Duvall is not a horrible actress!  ""I'm not gonna hurt ya! I'm just gonna bash your fuckin brains in!""    CLASSIC    REDRUM REDRUM",0
It had luke skywalkers missing hand in it.,0
"3 kilos of coke, a pistol and The money from when the man and woman rob the diner. (depending on which events you think take place first).",0
"That baby from 2001. And Robert DeNiro's character from Brazil. And the lyrics to ""Louie, Louie."" And every character from every David Lynch film.    Mystery box.",0
A MacGuffin,0
Some light bulb that auto on when the briefcase is open.,0
"Its the same stuff in the case from ""Ronin."" Salery disputes made ""Ronin""'s crew to cut the stuffs appearance in that movie though.",0
"    I quite agree, this is the one explanation I heard and thought- that's it! That's what I think it is.    Backed up, of course, by the plaster, or, 'Band Aid' that's on the back of his neck, which legend says is where the Devil would pull the soul from...    Something like that anyways!",0
    Thats what Quentin Tarrantino said in an interview once.,0
"yeah, you need to watch 'kiss me deadly' and cross it with 'repo man'.",0
I heard a theory that its tinkerbell. Apparantly Disney and whichever studio did pulp fiction (cant remember right now) had a friendly understanding in which they would promote each others films in their own. Or something like that.    Cant remember where I read it or how valid it is but it would be cool if it was true!,0
    lol    I think Quentin enjoys the mystery of the situation,0
"If I had to guess, I'd say it was a suitcase full of laundered money, hence the ""my boss' dirty laundry."" But then again I take everything literally, so it's probably not it.",0
"It was Marcellus' soul which could be considered his ""dirty laundry"". Plus that is why they made sure you saw the bandaid on the back of his neck.",0
"Yes, thaaat's realistic. Two gangsters risk it all to return life essence to their boss?! Where do you people think it up.    Come on, if anything, we are led to assume that it's either cash [the dirty laundry line] or something else of high monetary value that would be worth it.  Don't try and interpret Pulp Fiction of all films as a fantasy/sci-fi movie.",0
"    Its Quentin Tarrantino for God's sake! Since when are his films the norm? Besides that was out of his mouth, not a guess on anyone's part.",0
It was Mr. Wallace's fairy god parents. Motherf*cking Cosmo and that B*tch Wanda!,0
"I can't beleive people are still talking about this.... well my theroies... Tarantino was once quizzed about the plaster/band-aid on the back of is neck, he responded by saying that Ving Rhames (Marselius Wallace) has a scar on the back of his neck, it was thought that this would be too distracting as he's a perfectionist and wanted the shot from the back of his head. Whoever made up the Devil-Removing-soul-from-back-of-next-(fact) is laughing his fucking ass of, because that has never been said in ANY documented writtings about Beelezebub (that i've found, feel free to correct me).  As for the contents of the case... Elvis's Gold Suit. Featured in Tarantino's True Romance (i know i know he only wrote it, don't feel free to correct me). Okay so i don't have much in the way of proof but this is Tarantino's quest he creates questions so people keep on talking about it for years to come. Like we're doing now.      Why is Reservoir Dogs called Reservoir Dogs?    I therefore rest my case m'lord.    Be Cool.",0
"I think it was Samuel Jackson's soul!! The ""Bad Mutha Fucka"" glow! Sho nuf!!",0
    Same here.,0
"    There isn't much debate over what events take place in what order. That's relatively easy to figure out in one viewing.    As for what is in the briefcase, I think people over think it. It doesn't really matter, it's sort of a fill in the blank for whatever is valuable to a gangster. Be that money, drugs, jewelry, or whatever. Just my opinion.",0
I've read that the Golden/Yellow glow from the briefcase represented the color of the Oscar statue as sort of an 'in' joke amoung Hollywood insiders because everyone in the film idustries dream is to win an Academy Award.,0
From what i know it's Marsellus Wallace's Soul.    That's why he has the bandaid on the back of his neck.  I've heard Tarantino say that.,0
"The theory I like is that it's the diamonds from Reservoir Dogs. The 'soul' theory is the most popular, I think.",0
"The truth is nothing is suppose to be in the breifcase. It's up to the viewer what is it in the case. Tarantino and Avary didn't know what to put in the case since they thought the diamonds from the heist in Reservoir Dogs wasn't original enough.    Also what religious text does it say the Devil takes the soul from the back of the neck? Rhames just had a scar on the back of his neck, and Tarantino being the perfectionist he is, didn't want the scar on screen. Hense the band-aid, and this is backed up by Tarantino himself.    The rest are just theories.",0
I figured it was gold. You know because of the Gold aura???? =),0
"For a long time I thought it was a gateway to hell, or something along those lines. But that was mostly due to the fact that the combination to the briefcase appeared to be ""666"" and when opened, it glowed orange/yellow/gold colors, resembling the colors of fire. That's wrong though I'm sure. I like the theory of Marcellus' soul",0
 Jimmy Hoffa... :),0
 LOL,0
"Haha, I thought it was Tarantino's script to Inglorious Bastards.",0
The reason why he did that was a trick on the audience. It's a way of pulling you in.  It's the same with Kill Bill when Beatrix's name is bleeped out.,0
the case had his keys in it  ,0
  and/or...  The Three Seashells mystery in Demolition Man... :),0
"  Pastors do the same thing in church. They'll be right in the middle of a statement and then say ""HELLO"", or something like it.  It's a way to keep us ADD people paying attention. lol",0
"  Not really the same...  The object with the Breifcase, Beatrix's name is bleeped out or The Three Seashells Mystery is to keep you thinking about the movie long after the movie is over. It plays in your head as you try to figure out the mystery or you come up with your own conclusions... :)",0
Everyone knows this was in the briefcase:  ,0
Everyone should know this was in the briefcase:  ,0
"ALL WRONG! HeHeHeHeHeHeHe!! It's Elvis' gold suit. Duh, even I knew that!",0
  ,0
"  Way to get the joke, Captain Literal.",0
Here it is...        ,0
  yes!!!! lmao xD im with this guy.,0
well i think that it could be one of two things. 1.willy wonka's golden ticket or 2.a peanutbutter and jelly sandwich hhhuuummmm....but im not sure,0
to solve this mystery just go watch whatever movie he was ripping off this time and see what they used,0
  You lameo.,0
It was the master tapes for Guns N Roses Chinese Democracy... That's why it's been in limbo for 20 yrs.,0
"    I'm not usually a big fan of the chick flick, but The Notebook was a beautiful, heart-wrenching story that really makes you believe in true love again.",0
45 man cream pie.... that hoe didnt see it cuming lol,0
For being amazing: Irreversible    Just because: The Ladykillers (original),0
"good storylines and good movies:    saw 1+2, se7en, and phonebooth          comedies:    clerks 2 and RAT RACE!!!!! omg i need to watch rat race again soon... i don't think i ever stopped laughing through the entire movie",0
I like Little Miss Sunshine. Really funny + sad.,0
"I have two:    The Maltese Falcon    What's Up, Doc?",0
The boondock saints great movie,0
Pirates of the Caribbean. I KNOW!!!!!!! How lame can I be?    But really I could watch Army of Darkness all night long. Or The Nightmare Before Christmas. Hm.,0
The Princess Bride.,0
    Haha that movie is so funny.,0
Field of Dreams.,0
Pulp fiction,0
the original Star Wars.,0
goonies is my all time favorite movie.,0
Rent.,0
The Life Aquatic with Steve Zizzou,0
GOODFELLAS !!!!,0
"""Seven Samuari""    ""Casablanca""    ""On the waterfront""    ""Requiem for a dream""    ok so thats 4 buts its soooooooooo hard....",0
BLOW!,0
Being John Malkovich,0
The kid (Chaplin)  Other really good are:  The Godfather  Cat people  The big blue  Cinema Paradiso  The time of the Gypsies  The constant gardener (because of great photography)  Walk the line,0
big lebowski!!!,0
"how do you people just pull one out like that? its so hard to do....this year alone, I loved V for Vendetta, Little Miss Sunshine, Talladega Nights...I could never do a favorite movie EVER....",0
David Lynch version of Dune,0
The Goonies,0
"    Odd, I came to this thread to say the same thing. It has to be Clockwork Orange. Like the first poster, i've seen Rocky Horror several times and thrown my share of tp and cards at the screen but I have to go with Clockwork Orange.",0
"One of the best movies ever made, is  lord of the rings 1, 2, 3. But the best of them is  the king returnes!",0
"my name is joe. ken loach, absolutely amazing",0
mmm monty python and the holy grail  C:,0
i like Last Stop for Paul (www.laststopforpaul.com) and Anchorman,0
Of all time ..... Gone with the Wind    credit to my generation ..... The Breakfast Club    and current .... Shaun of the Dead,0
      Shit ! I forgot:  Casablanca  Rebecca  The deer hunter(s),0
godfather without a doubt!!!    marlon brando is just a legend!!,0
pulp fiction.,0
Aliens,0
Mine is fight club.    theyre voting for the best movie of all time here. www.BestEverMovie.com,0
"The Ninth Configuration    Written and directed by William Peter Blatty. It's the film that he call ""the true sequel to The Exorcist"".",0
THE DEVILS REJECTS  AND MAY,0
**Morlocks**,0
"The Time Machine with Rod Taylor, damn them marlocks!",0
SCARFACE OR GOODFELLAS,0
"Anyone can advise me some good recent horror movies, because everything I saw was bad and I always stick to the classics from 70s or 80s...",0
nothing is really a horror movie these days. how long has it been since you have seen a film that has seriously scared the crap out of you? although 'stay alive' i will admit is a little creepy..have you seen that?,0
"I'll check Stay Alive then... I heard it was not too bad. Last movie that scared me? I would say Dark Water (original japanese)... not since. Last one I saw was the remake of The Hills Have Eyes, it sucks.",0
"Have you seen A Tale of Two Sisters? Scary, and makes you think.",0
is it the one with two twin sisters? from Korea or Thailand?,0
"    For A Tale of Two Sisters ... yes, it's Korean.",0
uzumaki  its a sweet movie,0
"    Yeah I saw it, it is indeed a great movie. Korean's best one remains Old Boy although!!",0
"yes  oldboy  owns everything  not really horror, but an excellent film nonetheless",0
"Slither and Feast. Fun, campy horror movies, underrated or unseen but worth the time and effort in acquiring. Forget all these pseudo horror movies coming out recently.    And if you like Zombie movies. George Romero is the go to guy. All his movies are social commentaries as well as zombie eating good times.",0
SILENT HILL,0
Definatly check out Rest Stop,0
    That's one of my favorite movies.,0
Check out these movies...coming soon to select theaters...      http://www.horrorfestonline.com/index.html,0
"I'd go for the Japanese Horror movies such as Ju-On, Ringu and such    and Braindead/Dead Alive was just one big 'gorey' bloodbath. almost comedy.",0
"Anyone seen""Finding Nemo""? Talking animals, thats scary!! best recent-ish horror has to be 28 days later, its scary cos it's true!!",0
"    Im Sorry The Hill have eyes Scared the Freaking shit out of me! i wont watch it again! lol.    i watched 60 most scary movies on bravo and they said Hostel was number 1! I get scared too easily, So me tell u a scary movie u probly wouldnt even flintch.    But I do Have to agree with u, The scariest movies are the ones from back in the Day, It, Shinning.. Shit like that i definetly can not watch.. Saw 1 and 2 I thought was made really good. I havent seen 3 yet.. What scare me most about those movies are those are actually real devices that were used to kill people..(spanish tortuing devices) .. Scary!!!!!",0
"The Descent is scary.    I never saw the Japanese version of The Grudge, but the American version just seemed to be a boo movie. I wondered if the Japanese movie had a stronger story thread.    Creepy kids and herky-jerky dead people used to get me going, but the herky-jerky stuff has become a cottage industry. People who use it now should pay a royalty.",0
Here's a Korean horror film.    The Isle (2000)  24th May 05    Plot  A lonely mute woman and a man on the run find love and pain amidst the fishing huts of a tranquil fishing lake.,0
how can someone like cabin fever?? it's the worst movie ever.,0
Have you seen the movie May? Wasnt really scary but it was pretty disturbing..    I have yet to see any really scary movies latly. i think I may be immune to horror now.    cabin fever n hostle were the shit. i love movies like that that havent been done and are based in some sort of reality. it could happen.,0
The Audition is pretty creepy the other asian movies that I've seen that creep me out are:  Ju-On  Suicide Circle  Tell Me Something  Three,0
"    It's one of those horror comedies. I love those.  Plus, I love all the gore. :D",0
I hated the original Hostel.  Hopefully Hostel 2 is better. I'm definitely going to go see it.    I think Turistas is going to be good.,0
"""shutter""(like ju-on) or ""r-point""  great korean movies",0
the lost boys,0
The devil rides out or Whitchfinder general,0
    i'm with u girl all that movie did for me was make me wanna throw up.,0
Girl id stick with the classics they are always the best!!!    Chucky  Pupet master  Friday the 13th  Hellraiser you get the gist they are loads beter!!!,0
i agree with you on this one,0
"The only movie that has gave me the heebie jeebies since I was a little girl, was The Grudge, part one. Scary movies used to bother me but anymore.....I am wondering how part two is, I am not so sure it will be as good as the first, but we'll see...",0
"Dark Water, TAle of Two Sisters both scared me silly.",0
The Princess Bride!!!    Speed!!!    Happy Gilmore!!!,0
Batman 1    Batman 2    Batman Beyond RotJ,0
the big lebowski    robocop    an american werewolf in London    but it changes daily....,0
Nashville  Oldboy  Goodfellas,0
"wow, safe for the guy above me, most of you have terrible movie taste.    speed? batman 2? the rock? the lost boys?",0
This thread made me lol.,0
"    I suppose it depends on what you like. I, for one, am a Big batman fan. So I like the batman movies.",0
yea woteva clay wrote hes a faggit the rock is amazing sean connery nicholas cage AND ed harris in the same movie,0
"- Braveheart - It has some comedy, romance, action and sorrow  - Meet Joe Black - It's sexy, and a bit of a tear jerker  - Armageddon - It makes me cry everytime I watch it",0
Field of Dreams  Goodfellas  Stand By Me,0
The Lord of the Rings  Forrest Gump  Bull Durham,0
"    come on, Speeds a good movie.",0
Three that I think are near perfect from start to finish....    ~ Sam Raimi's 'A Simple Plan'    ~ John Carpenter's 'Halloween'    ~ Billy Bob Thornton's 'Sling Blade'    ... I never get tired of watching those :),0
1.Pulp Fiction  2.Point Break  3.Falling Down,0
Citizen Kane    2001: A Space Odyssey    All Quiet On The Western Front (1931),0
Night of the comet    Once Bitten    Better off Dead,0
Romeo and Juliet(1996)    Titanic(1997)    The Lord of the rings(trilogy),0
"        I was a huge fan of early john cusack movies, the sure thing, one crazy summer, sixteen candles, better off dead. Him and armstrong *booger* did such a great job in the movie. I mean it had a damn good message, lots of humor and a great soundtrack and not to mention    I want my two dollars!",0
"I've had a hard time getting his movies the last ten years but that'll never take away from the work I was so into with him. Oh god the paper job ....yeah six months my freshman year I think only it was walking and no bike and it sucked, ha. I just got a kick out of the movie. I mean trying to kill himself repeatedly and always failing and the foreign gal, omg I had such a thing for he, never saw her in any other movies sadly enough but she was a damn good co-star in that movie. Ricky also reminds me of some guy we used to slam around in school, not funny to think about now but it was then.",0
Breathless (French Version obviously)    A Clockwork Orange    (tie) Goodfellas and The 400 Blows,0
Lord of the Rings(Trilogy)  Star wars(1-6)  E.T,0
    I love Kubrick,0
OK....    1) The Godfather    2) The Squid and the Whale    3) Taxi Driver.... ( Much better than Scorcese's Goodfellas),0
"saw, saw2, and saw3, yah i know its plain, but i think their kick ass movies!!",0
"Boondock Saints  2001: A Space Odyssey  Employ of the Month (not the new one, the one starring Matt Dillon and Steve Zahn)",0
1. Original King Kong  2. Man on Fire  3. Saving private ryan,0
School For Scoundrels    Accepted    How to Loose a Guy in 10 Days!,0
Gladiator    Bullet    Pulp Fiction,0
yea in the same shitty movie,0
pulp fiction  a clockwork orange  taxi driver,0
Red Vs. Blue  Kingdom of heaven  FF7 Advent Children,0
1. monty python and the holy grail (funniest movie ever made)    2. lord of rings trilogy (im counting them as one movie)    3. the matrix (only the 1st one),0
1. Memento  2. Stay  3. A Knight's Tale :],0
Kill Bill Vol.1  Kill Bill Vol.2  Pulp Fiction,0
The Godfather II    Con Air    Dogma    and ....runner up is The Devil's Advocate,0
Cool Hand Luke  Bladerunner  Vertigo,0
The Princess Bride    A Knight's Tale    My Big Fat Greek Wedding,0
RAN by Akira Kurosawa    The Godfather by Francis Ford Coppola    and Rocky by Sylvester Stallone.,0
"Walk The Line, The Majestic, Final Fantasy VII: Advent Children",0
American History X    Blood In Blood Out    Casino,0
PULP FICTION      GOODFELLAS      TRUE ROMANCE,0
Braveheart    Natural Born Killers    Good Will Hunting,0
SUSPIRIA    DEEP RED    CANNIBAL HOLOCAUST,0
Close Encounters of the Third Kind  Jaws  Star Wars,0
Silence of the Lambs    The Exorcist    Forrest Gump,0
"Chicago, Monty Python and the Holy Grail, A Knight's Tale",0
Batman Begins    Unforgiven    Equilibrium,0
I would say a tos up between Pulp Fiction and Swardfish!,0
the opening to swordfish is real good.,0
Mission Impossible 3 has a pretty good opening.,0
    Thats a good one!,0
Memento,0
I like the opening to Charlie's Angels,0
    Agreed. Also the opening of The Bourne Identity,0
Pulp Fiction,0
The opening to Copycat was also pretty cool,0
"The opening the ""The Way of the Gun"" is really good, especially when the end.",0
The opening scene to Clerks 2 is the best,0
X-Men United had a good one.,0
Touch of Evil  Boogie Nights  Pulp Fiction,0
saw 3 had an awesome opening.... if you havent seen it what are you waiting for...?,0
Saving Private Ryan,0
Ghost Ship.    The opening sequence was the only enjoyable part of that film.,0
Lord of the Rings: The Fellowship of the Ring. And also the beginning of Conan the Barbarian rocks too.,0
SET IT OFF.,0
Kill Bill had one of my favourite openings.,0
Raiders of the Lost Ark.,0
"""Serenity""  Tied in a prequel, a tv series and a sequel all before the credits even rolled.  The first scene on the ship just after the title is shown is one of the best thought out and executed scenes in the past 20 or more years.    Hate on me all you want but I also like the openeing aereal shot in Mad Max Beyond Thunderdome.",0
"The opening of saw one    ""what the fuck, where the fuck... who the fuck are you?""",0
"    I would have to agree, although the movie is so easy to read its just meh, why bother.",0
aguirre wrath of god,0
"Pulp Fiction, or From Dusk Til Dawn    Brandon",0
      I agree wholly.,0
Dead or Alive the takashi miike film,0
kill bill 1,0
    Good one! I forgot about that one.,0
Forgot about Jackie Brown. Never saw an opening have such an effect on a theatre audience. Everybody in the theatre was laughin right up until........It set the tone for the whole movie and was a thing of beauty the way it was done.,0
    What she said..,0
"Most Bond Films, especially Goldfinger.    HAIR",0
Ali G in da house!,0
Apocalypse Now,0
"Meet Joe Black: when Mr. Pitt challenges a fast moving bus and loses!    Jay and Silent Bob Strike Back: when baby Jay says what appears to be his first word ""F*ck"", while sitting in a stroller, in front of the stop and go. Then, ages 20 years in the same spot, with the same word. ""15 bucks little man. Put that money in my hand. If you don't, you must go 'cause you owe me owe me owe. My Jungle Love...Ohweeohweeeoh...I think I wanna know ya!""",0
2001: A Space Odessey,0
It is quite a bad opening! His teeth!,0
"    Yeah, that is a good one. Sets the tone perfectly.",0
i would agree with the topic starter. the movie that first popped up in my head was pulp fict.,0
Mr Deeds! am i 87? these numbers mean nothing to me! Fair well mr puffy jacket man! Ha ha ha!,0
"Every James Bond movie opens with an insane, incredible stunt, which has nothing to do with the rest of the movie, then they play that cool Bond music and show the bloody eye and get on with the movie...",0
"The Wild Bunch is pretty cool.  Kids watching a scorpion sting itself to death, followed by an incredibly violent robbery/shoot-out in which half the towns-folk and half the robbers get shot.  By the end of the first scene, half the cast have already died!",0
"you guys need to watch a wider range of movies. everybody allways says the same movies.    Greatest open to a movie. Has to be ""Kids"". Nothing can touch it.",0
"Indiana Jones (Temple of Doom).  During the opening scene he is poisoned by Chinese gangsters while bartering for a diamond, shot at, skewers somebody with a kebab and has a fight surrounded by dancing girls and balloons before jumping out the window with his chosen date for the night.    How cool is that?",0
I HATE 50 CENT BUT GET RICH OR DIE TRYIN HAD A GOOD BEGINNING TO BAD THE REST OF THE MOVIE SUX ASS.,0
"  haha, yeah that one for a comedy    Bourne Identity for an action film",0
"    Pee Wee in Batman Returns with Danny Devito.  Danny in Look Who's Talking Now With Kirstie Alley.  Kirstie in Shoot to Kill with Sidney Poitier.  Sidney in The Jackal with Bruce Willis.  Bruce in 12 Monkeys with Brad Pitt.  Brad in Sleepers with Bacon.    Whew! that was a hard one.    1.Johnny Depp  2.Richard Pryor  3.Orlando Bloom, Helena Bonham Carter, Brad Pitt, Eddie Murphy, Gene Wilder, John Candy, Ray Liotta, Christina Ricci",0
"1.Johnny Depp  2.Richard Pryor  3.Orlando Bloom, Helena Bonham Carter, Brad Pitt, Eddie Murphy, Gene Wilder, John Candy, Ray Liotta, Christina Ricci    Johnny Depp in Benny and Joon with Joe Grifasi  Joe Grifasi in Brewster's Millions with Richard Pryor  Richard Pryor in Another You with Kevin Pollack  Kevin Pollack in A Few Good Men with Kevin Bacon    1. Leonard Nimoy  2. Charlie Murphy (Eddie's Brother)  3. William Shatner, George Tekai, Eddie Murphy, Denzel Washington, John Turtoro, Wesley Snipes, Samuel Jackson",0
"Leonard Nimoy in Brave New World with Tim Guinee.  Tim in The Pompatus of Love with Charlie Murphy.  Charlie in Kings Ransom with Jay Mohr.  Jay in Picture Perfect with Bacon.    1.Dolly Parton  2.Jet Li  3.Burt Reynolds, Sylvester Stallone, Julia Roberts, Anthony Anderson, Morgan Freeman, Joe Pesci, DMX",0
"    Dolly Parton in Steel Magnolias with Sally Field  Sally Field in Places in the Heart with Danny Glover  Danny Glover in Leathal Weapon IV with Jet Li  Jet Li in The One with Carla Gugino  Carla Gugino in Weddling Bell Blues with Illena Douglas  Illeana Dougals in Picture Perfect with Kevin Bacon    That was not easy.    1. Dean Martin  2. Morris Chestnut  3. Ice Cube, Octavia Spencer, Edward Burns, Larenz Tate, Jamie Foxx, Paul Giamati, Dustin Hoffman",0
